업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
석천탕,레저/체육/공원,2617010200102150144,부산광역시,동구,수정동,,215-12,2617010200,2617057000,261703127001.0,고관로,130,129.047779054969,35.1298272220389,N,051-466-0055,http://naver.me/GqB2cvR2,N,Y,"구분,내부",N,N,N,N,N,2021-10-21
동환목욕탕,레저/체육/공원,2617010200101590016,부산광역시,동구,수정동,,159-1,2617010200,2617057000,261703127001.0,고관로,102,129.045964890772,35.1279496010323,N,051-467-2576,http://naver.me/xevNom4F,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
동환목욕탕,레저/체육/공원,2617010200101590016,부산광역시,동구,수정동,,159-1,2617010200,2617057000,261703127001.0,고관로,102,129.045968483845,35.1279364817981,N,051-467-2576,http://naver.me/xevNom4F,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
보건탕,레저/체육/공원,2617010200110069760,부산광역시,동구,수정동,,1007-12,2617010200,2617056000,261704181016.0,고관로63번길,22,129.04301617015,35.1254253402181,N,051-441-0232,http://naver.me/xzcqMBjE,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
양지탕,레저/체육/공원,2617010200111889920,부산광역시,동구,수정동,,1189-20,2617010200,2617059000,261704181033.0,구봉북길4번길,2,129.035351557945,35.1264042949476,N,051-467-8490,http://naver.me/xtW8pYOz,N,Y,"구분,내부",N,Y,N,N,N,2021-10-22
양지목욕탕,레저/체육/공원,2617010200111889920,부산광역시,동구,수정동,,1189-20,2617010200,2617059000,261704181033.0,구봉북길4번길,2,129.035408735514,35.1264043819219,N,051-467-8490,http://naver.me/55IOqvKI,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
억수탕,레저/체육/공원,2617010200105789952,부산광역시,동구,수정동,,579-1,2617010200,2617057000,261703125011.0,망양로,792,129.04274322785,35.1334995188357,N,051-468-9485,http://naver.me/5gidp157,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-22
현대목욕탕,레저/체육/공원,2617010200104350208,부산광역시,동구,수정동,,435-2,2617010200,2617060000,261703125011.0,망양로,825,129.04497619257,35.1354833757812,N,051-467-3504,http://naver.me/5kLDT21N,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
옥천목욕탕,레저/체육/공원,2617010200104169984,부산광역시,동구,수정동,,417-12,2617010200,2617060000,261703125011.0,망양로,851,129.047009531849,35.1367956034088,N,051-468-7530,http://naver.me/GFp7ymZZ,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
청하탕,레저/체육/공원,2617010200111629824,부산광역시,동구,수정동,,1163-2,2617010200,2617057000,261703125011.0,망양로,733-1,129.04083858986,35.1297034141234,N,051-441-3549,http://naver.me/FzHo7q8M,N,Y,"구분,내부",N,N,N,N,N,2021-11-02
비즈마케팅,문화관광/명소,2617010200104269824,부산광역시,동구,수정동,,427-39,2617010200,2617060000,261703125011.0,망양로,830,129.045687446034,35.1355320975938,N,051-634-0312,http://naver.me/Gcj0xkb7,N,N,,N,N,N,N,N,2021-10-22
현대탕,레저/체육/공원,2617010200104350208,부산광역시,동구,수정동,,435-2,2617010200,2617060000,261703125011.0,망양로,825,129.04498779553,35.1354759247669,N,051-467-3504,http://naver.me/F8KrHAwR,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
백초목욕탕,레저/체육/공원,2617010200111750144,부산광역시,동구,수정동,,1175-6,2617010200,2617059000,261704181087.0,망양로685번길,18,129.039894905041,35.1270280835979,N,051-468-1035,http://naver.me/5oQlwIIK,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
산수탕,레저/체육/공원,2617010200105070080,부산광역시,동구,수정동,,507,2617010200,2617060000,261703127019.0,수정공원로,119,129.041714616436,35.1353555984942,N,051-464-2305,http://naver.me/56IwjKKx,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-02
청수탕,레저/체육/공원,2617010200107729920,부산광역시,동구,수정동,,773-7,2617010200,2617057000,261703127019.0,수정공원로,34-1,129.039431955375,35.1299813425439,N,,http://naver.me/5WcjOX9b,N,Y,"구분,내부",N,Y,N,N,N,2021-10-22
동네탕,레저/체육/공원,2617010200111690240,부산광역시,동구,수정동,,1169-9,2617010200,2617059000,261703127021.0,수정공원상로,2,129.041119369013,35.1286035950658,N,051-467-6310,http://naver.me/FlJLOtji,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
목화탕,레저/체육/공원,2617010200108749824,부산광역시,동구,수정동,,875-1,2617010200,2617057000,261704181329.0,수정중로11번길,5,129.043445050199,35.1295315974345,N,051-336-3343,http://naver.me/5eGrgdXF,N,Y,"구분,내부",N,Y,N,N,N,2021-10-22
옥천탕,레저/체육/공원,2617010200102779904,부산광역시,동구,수정동,,278-5,2617010200,2617057000,261704181436.0,중앙대로361번길,40,129.046126354418,35.1291528174072,N,,http://naver.me/x4bLWDaq,N,Y,"구분,내부",N,N,N,N,N,2021-09-16
백화탕,레저/체육/공원,2617010200102280192,부산광역시,동구,수정동,,228-12,2617010200,2617057000,261704181438.0,중앙대로389번길,15,129.049069288125,35.1303105882318,N,051-464-1410,http://naver.me/F2vJVlE4,N,Y,"구분,내부",N,N,N,N,N,2021-09-14
아키스페이스,문화관광/명소,2617010200110280192,부산광역시,동구,수정동,,1028-15,2617010200,2617056000,261704181609.0,홍곡로58번길,5,129.041576882642,35.1244978655264,N,051-442-0100,http://naver.me/xUSPtlrt,N,N,,N,N,N,N,N,2021-08-24
좌천동굴,지명,2617010300107760128,부산광역시,동구,좌천동,,776-5,2617010300,2617064500,261704181011.0,고관로185번길,13,129.052770040506,35.1336545424432,N,,http://naver.me/5Gyc98mh,N,N,,N,N,N,N,N,2021-10-22
최신탕,레저/체육/공원,2617010300100060160,부산광역시,동구,좌천동,,6,2617010300,2617068000,261703127013.0,성남이로,51,129.056498244001,35.1334372938641,N,051-644-5588,http://naver.me/5pNJslIu,N,Y,"구분,내부",N,Y,N,N,N,2021-10-22
최신탕,레저/체육/공원,2617010300100060160,부산광역시,동구,좌천동,,6,2617010300,2617068000,261703127013.0,성남이로,51,129.056464863603,35.1334364604144,N,051-6644-5588,http://naver.me/5pNJslIu,N,Y,"구분,내부",N,Y,N,N,N,2021-10-22
정공단,문화관광/명소,2617010300104730112,부산광역시,동구,좌천동,,473,2617010300,2617064500,261703127032.0,정공단로,23,129.053565071957,35.1353001602781,N,,http://naver.me/5ncmL70I,N,N,,N,N,N,N,N,2021-11-22
좌천탕,레저/체육/공원,2617010300105180160,부산광역시,동구,좌천동,,518-1,2617010300,2617064500,261703127032.0,정공단로,16,129.053467778756,35.1343731989857,N,051-632-2255,http://naver.me/Gvklq9Jr,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
평화탕,레저/체육/공원,2617010300108660224,부산광역시,동구,좌천동,,866-1,2617010300,2617064500,261703127036.0,좌천로,18-1,129.047240228451,35.1344286308172,N,051-633-9553,http://naver.me/GPrIedNb,N,Y,"구분,내부",N,N,N,N,N,2021-10-06
좌천동가구거리(좌천역) 버스정류장 03138,문화관광/명소,2617010300104370176,부산광역시,동구,좌천동,,437-1,2617010300,2617064500,,중앙대로,484,129.056614721976,35.1362057337303,N,,http://naver.me/xhHMw1Qm,N,N,,N,N,N,N,N,2021-10-18
양지탕,레저/체육/공원,2617010300108179968,부산광역시,동구,좌천동,,818-57,2617010300,2617064500,261703127039.0,증산로,47-7,129.049587325474,35.1334164198846,N,051-646-9975,http://naver.me/x1eZKtMM,N,Y,"구분,내부",N,N,N,N,N,2021-09-14
신화탕,레저/체육/공원,2617010300108969984,부산광역시,동구,좌천동,,897-3,2617010300,2617064500,261703127041.0,증산서로,32,129.049205395435,35.1372224991348,N,051-635-3967,http://naver.me/FhAWKoEO,N,Y,"구분,내부",N,N,N,N,N,2021-09-14
은하탕,레저/체육/공원,2617010300100680192,부산광역시,동구,좌천동,,68-103,2617010300,2617068000,261704181214.0,홍곡로,31,129.039283670072,35.1228319512583,N,051-467-0014,http://naver.me/xUSPtDze,N,Y,"구분,내부",N,N,N,N,N,2021-10-22
차이나타운,문화관광/명소,2617010100105710080,부산광역시,동구,초량동,,571-2,2617010100,2617051000,,,,129.03776602925,35.1137605276867,N,051-440-4061,http://naver.me/Gtto4BGP,N,N,,N,N,N,N,N,2021-10-21
중앙공원 충혼탑,문화관광/명소,2617010100200629760,부산광역시,동구,초량동,,산63-6,2617010100,2617052000,,,,129.028150973976,35.1155345405032,N,,http://naver.me/G6D4XncX,N,N,,N,N,N,N,N,2021-11-12
정발장군동상,문화관광/명소,2617010100111470080,부산광역시,동구,초량동,,1147-21,2617010100,2617053000,,,,129.042059645549,35.120260806338,N,,http://naver.me/xRQpC2cv,N,N,,N,N,N,Y,N,2021-11-22
부산역풍물거리,문화관광/명소,2617010100111869952,부산광역시,동구,초량동,,1187-23,2617010100,2617053000,,,,129.041035597116,35.1138051924938,N,,http://naver.me/GqB2dC3e,N,N,,N,N,N,N,N,2021-10-21
초량불백거리,문화관광/명소,2617010100110730240,부산광역시,동구,초량동,,1073-1,2617010100,2617052000,,,,129.038503623218,35.1204432299264,N,,http://naver.me/FEJ91cGL,N,N,,N,N,N,N,N,2021-10-21
초량동 돼지갈비골목,문화관광/명소,2617010100110730240,부산광역시,동구,초량동,,1073-1,2617010100,2617052000,,,,129.040635130368,35.1186554763626,N,,http://naver.me/5mYww1FL,N,N,,N,N,N,N,N,2021-10-21
텍사스거리,문화관광/명소,2617010100111000064,부산광역시,동구,초량동,,1100-1,2617010100,2617052000,,,,129.038995962805,35.1153775620616,N,,http://naver.me/GQ42j96v,N,N,,N,N,N,N,N,2021-10-21
천수탕,레저/체육/공원,2617010100100910080,부산광역시,동구,초량동,,91-1,2617010100,2617053000,261704181012.0,고관로29번길,30,129.041037315537,35.1226526317555,N,051-441-0006,http://naver.me/5izXt42i,N,Y,"구분,내부",N,Y,N,N,N,2021-11-01
친환경스카이웨이전망대,문화관광/명소,2617010100200529920,부산광역시,동구,초량동,,산53-19,2617010100,2617055000,,망양로,533-33,129.030293553482,35.1207291023868,N,,http://naver.me/FuV6E8k8,N,N,,N,N,N,N,N,2021-10-21
화신오피스텔,레저/체육/공원,2617010100108649984,부산광역시,동구,초량동,,865-178,2617010100,2617052000,261703125011.0,망양로,516-3,129.030886255903,35.118794077147,N,,http://naver.me/58H18Mjq,Y,N,,N,N,N,N,N,2021-10-21
이바구길모노레일,문화관광/명소,2617010100109940224,부산광역시,동구,초량동,,994-213,2617010100,2617051000,261704181352.0,영초길191번길,8-1,129.035469593459,35.1172404008805,N,,http://naver.me/5y4dwlmG,N,N,,N,N,N,N,N,2021-10-21
168계단,문화관광/명소,2617010100109940224,부산광역시,동구,초량동,,994-154,2617010100,2617051000,261704181352.0,영초길191번길,10-2,129.035166884086,35.1172072695564,N,,http://naver.me/xqf3G3do,N,N,,N,N,N,N,N,2021-10-21
168계단부대시설,문화관광/명소,2617010100109940224,부산광역시,동구,초량동,,994-340,2617010100,2617051000,261704181352.0,영초길191번길,10-5,129.035327862295,35.1176518909599,N,,http://naver.me/xFpmBOuF,N,N,,N,N,N,N,N,2021-10-21
김민부전망대,문화관광/명소,2617010100109940224,부산광역시,동구,초량동,,994-340,2617010100,2617051000,261704181352.0,영초윗길26번길,11,129.035234736386,35.1176939640868,N,051-440-4342,http://naver.me/GjR6fcyP,N,N,,N,N,N,N,N,2021-11-01
차이나타운,문화관광/명소,2617010100112059904,부산광역시,동구,초량동,,1206-1,2617010100,2617051000,261702000010.0,중앙대로179번길,1,129.038534275181,35.1133901930755,N,051-440-4061,http://naver.me/Gtto4BGP,N,N,,N,N,N,N,N,2021-10-06
발리아쿠아랜드,레저/체육/공원,2617010100105419776,부산광역시,동구,초량동,,542,2617010100,2617052000,261704181412.0,중앙대로195번길,24,129.037994880284,35.1154924235858,N,051-442-1551,http://naver.me/FEJGGlbW,Y,Y,"구분,내부",N,N,N,N,N,2021-09-27
라마다앙코르호텔 사우나,레저/체육/공원,2617010100112039936,부산광역시,동구,초량동,,1204-1,2617010100,2617051000,261704181413.0,중앙대로196번길,10,129.040336680508,35.1143025730317,N,051-463-0300,http://naver.me/xC61cIT1,N,Y,"공용,내부",N,N,N,N,N,2021-09-27
이바구길(초량이바구길),문화관광/명소,2617010100104650240,부산광역시,동구,초량동,,465-20,2617010100,2617052000,261704181415.0,중앙대로209번길,22,129.038783846276,35.1163687872674,N,051-467-0289,http://2bagu.co.kr/,N,N,,N,N,N,N,N,2021-09-24
광장관광호텔 사우나,레저/체육/공원,2617010100112000000,부산광역시,동구,초량동,,1200-17,2617010100,2617053000,261704181416.0,중앙대로214번길,7,129.041328961237,35.1161446710513,N,051-441-2966,http://naver.me/GVA9gVfZ,N,Y,"구분,내부",N,N,N,N,N,2021-09-23
프리오션레저,레저/체육/공원,2617010100112000000,부산광역시,동구,초량동,,1200-1,2617010100,2617053000,261704181416.0,중앙대로214번길,7-11,129.041662194879,35.1168078984112,N,051-256-9056,http://www.free-leisure.com/,N,N,,N,N,N,N,N,2021-09-24
육우수영장,레저/체육/공원,2617010100103079936,부산광역시,동구,초량동,,308-9,2617010100,2617052000,261704181421.0,중앙대로231번길,29-1,129.039326305655,35.1181454745424,N,,http://naver.me/F9QS6BT0,N,Y,"구분,내부",N,N,N,N,N,2021-09-17
하나스포츠센터,레저/체육/공원,2617010100103079936,부산광역시,동구,초량동,,308-9,2617010100,2617052000,261704181421.0,중앙대로231번길,29-1,129.039328627487,35.1181580676689,N,051-465-1152,http://www.xn--910bp92a34a99zbwd65ez0c.com/,N,Y,"구분,내부",N,N,N,N,N,2021-09-23
하나스포츠센터,레저/체육/공원,2617010100103079936,부산광역시,동구,초량동,,308-9,2617010100,2617052000,261704181421.0,중앙대로231번길,29-1,129.039328627487,35.1181580676689,N,051-465-1152,http://www.xn--910bp92a34a99zbwd65ez0c.com/,N,Y,"구분,내부",N,N,N,N,N,2021-09-23
정수탕,레저/체육/공원,2617010100108239872,부산광역시,동구,초량동,,824-33,2617010100,2617055000,261704181535.0,초량로73번길,3,129.034739126686,35.1198907579977,N,,http://naver.me/57wEbYr0,N,Y,"구분,내부",N,N,N,N,N,2021-08-31
구봉탕,레저/체육/공원,2617010100108239872,부산광역시,동구,초량동,,824-29,2617010100,2617055000,261704181536.0,초량로75번길,6,129.034263517006,35.1200475305684,N,051-467-5251,http://naver.me/xtW37Iqo,N,Y,"구분,내부",N,N,N,N,N,2021-08-31
대성탕,레저/체육/공원,2617010100108239872,부산광역시,동구,초량동,,824-168,2617010100,2617055000,261704181536.0,초량로75번길,23,129.033654938117,35.1193220396448,N,,http://naver.me/Fn2V5A2T,N,Y,"구분,내부",N,N,N,N,N,2021-08-31
화신목욕탕,레저/체육/공원,2617010100102960128,부산광역시,동구,초량동,,296-8,2617010100,2617052000,261703006001.0,초량상로,77,129.038092307396,35.118713923067,N,051-467-6385,http://naver.me/xNdwb4DU,N,Y,"구분,내부",N,N,N,N,N,2021-08-31
화신목욕탕,레저/체육/공원,2617010100102960128,부산광역시,동구,초량동,,296-8,2617010100,2617052000,261703006001.0,초량상로,77,129.03806495484,35.1186656731328,N,051-467-6385,http://naver.me/xNdwb4DU,N,Y,"구분,내부",N,N,N,N,N,2021-08-31
한일탕,레저/체육/공원,2617010100109309952,부산광역시,동구,초량동,,931-53,2617010100,2617052000,261704181571.0,초량상로79번길,34,129.036690821584,35.1195735411383,N,051-462-7339,http://naver.me/GKoBDc4x,N,Y,"구분,내부",N,N,N,N,N,2021-10-21
한일탕,레저/체육/공원,2617010100109309952,부산광역시,동구,초량동,,931-53,2617010100,2617052000,261704181571.0,초량상로79번길,34,129.036690430162,35.1195760706259,N,051-462-7339,http://naver.me/GKoBDc4x,Y,Y,"구분,내부",N,N,N,N,N,2021-08-30
태왕탕,레저/체육/공원,2617010100105979904,부산광역시,동구,초량동,,598-4,2617010100,2617051000,261703006002.0,초량중로,10,129.036497628773,35.1130491005339,N,051-467-5750,http://naver.me/xgaiehHV,N,Y,"구분,내부",N,N,N,N,N,2021-08-26
은하목욕탕,레저/체육/공원,2617010100106460160,부산광역시,동구,초량동,,646-3,2617010100,2617053000,261703127048.0,홍곡로,31,129.039284407821,35.122847209078,N,051-467-0014,http://naver.me/xUSPtDze,N,Y,"구분,내부",N,N,N,N,N,2021-08-24
은하탕,레저/체육/공원,2617010100106460160,부산광역시,동구,초량동,,646-3,2617010100,2617053000,261703127048.0,홍곡로,31,129.0392514495,35.1230027054921,N,051-467-0014,http://naver.me/xUSPtDze,N,Y,"구분,내부",N,N,N,N,N,2021-08-24
골드키즈,레저/체육/공원,2626010400100899840,부산광역시,동래구,낙민동,,90-4,2626010400,2626051000,262603130015.0,안남로,32,129.095546320018,35.1938640032149,N,051-525-7707,http://www.gkswimschool.kr,Y,Y,"구분,내부",N,N,Y,Y,N,2021-10-19
키즈스플래쉬,레저/체육/공원,2626010400100839936,부산광역시,동래구,낙민동,,84-8,2626010400,2626051000,262603130015.0,안남로,23,129.094995174359,35.1945771254689,N,051-524-0321,http://www.kidssplash.com/,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-19
동래패총,문화관광/명소,2626010400101000192,부산광역시,동래구,낙민동,,100-18,2626010400,2626051000,262604190406.0,온천천로319번길,60,129.088729013739,35.197432443282,N,051-550-4082,"www.cha.go.kr/korea/heritage/search/Culresult_Db_View.jsp?VdkVgwKey=13,01920000,21",N,N,,N,N,N,N,N,2021-11-22
문화탕,레저/체육/공원,2626010400100760064,부산광역시,동래구,낙민동,,76-17,2626010400,2626051000,262604190408.0,온천천로337번길,38,129.088896188717,35.1958604119659,N,051-558-2942,http://naver.me/x9J0rfq0,Y,Y,"구분,내부",N,Y,N,Y,N,2021-10-07
한청탕,레저/체육/공원,2626010400101980160,부산광역시,동래구,낙민동,,198-9,2626010400,2626051000,262602006006.0,충렬대로,294,129.091141177663,35.1998619686196,N,051-554-4019,http://naver.me/5B1VEoUu,Y,Y,"구분,내부",N,N,N,N,N,2021-10-15
동래파전골목,문화관광/명소,2626010700103790080,부산광역시,동래구,명륜동,,379-2,2626010700,2626052000,,,,129.083700653911,35.2045045741921,N,051-553-5464,http://m.blog.naver.com/PostList.nhn?blogId=gudgml1,N,N,,N,N,N,N,N,2021-11-01
부산명륜동가구거리,문화관광/명소,2626010700100469760,부산광역시,동래구,명륜동,,47-2,2626010700,2626054500,,,,129.083106408525,35.2137285580434,N,,http://naver.me/5B1URlr0,N,N,,N,N,N,N,N,2021-10-25
명륜1번가,문화관광/명소,2626010700105359872,부산광역시,동래구,명륜동,,536-2,2626010700,2626054500,,,,129.080028745342,35.2058340863452,N,,http://naver.me/xJNQ4QaJ,N,N,,N,N,N,N,N,2021-10-26
