명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,수용인원,이용시간,쉬는날,이용요금,할인정보,관람소요시간,주차시설,주차요금,유모차 대여 여부,애완동물 동반 가능 여부,신용카드 가능 여부,상세정보,개장기간,입장료,체험가능연령, 유산구분,개장일,체험안내,이용시기
캐비네 드 쁘아쏭(미디어 갤러리),46083,,,부산광역시 기장군 기장읍 기장해안로 268-31,35.2002043557,129.228925803,"캐비네 드 쁘아쏭은 아난티가 추구하는 자연에 대한 존중, 인문학을 향한 사랑 그리고 공존의 가치를 미디어 테크놀로지 아트로 표현했다. 전혀 다른 성격의 시설들이 한데 모여 지금까지 없었던 새로운 가치를 창조한다. 자연, 인간, 과거, 현재, 미래 가치가 공존하는 아난티만의 이야기를 만나보자.<br>",051-604-7000,,,월~금 11:00~19:00(마지막 입장 18:00)<br>토~일 10:00~19:00,매월 마지막주 목요일 정기휴관,,,,"있음(유료/기본요금 3,000원/관람객께 주차권 증정)",,없음,없음,,"입 장 료:성인 15,000원 / 소인(37개월~ 13세) 10,000원(36개월 이하 무료, 증빙서류 지참)

",,,모든 연령,,,"미디어 갤러리 관람<br>
- 현장발권<br>
- 매 15분마다 10인 입장(정시, 15분, 30분, 45분)<br>",
황령산 전망대,48424,,,부산광역시 남구 황령산로 391-39(대연동),35.1579341561,129.0827285679,"황령산 전망대가 위치한 황령산은 부산의 4개 구(부산진구, 연제구, 수영구, 남구)에 걸쳐져 있는 만큼 부산의 중심부에 있는 산으로 봄이면 양쪽으로 벚꽃이 흐드러진 길이 드라이브 코스로 인기가 많다. 또한 황령산 전망대까지 이어져 야간관광을 위한 최적의 조건을 갖추었다. 형형색색으로 빛나는 송신탑과 전망대를 밝히고 있는 아늑한 불빛이 산 아래로 펼쳐진 도시를 더욱더 아름답게 만든다.<br>",070-7542-7080,,,10:00~23:00,명절 당일,,,,,,없음,없음,,"입 장 료:무료
",,,,,,,
아미산 전망대,49501,,,부산광역시 사하구 다대낙조2길 77(다대동),35.0527909028,128.9608087041,"낙동강과 바다가 한 몸이 되는 지점을 내려다볼 수 있는 아미산 전망대는 1층 안내데스크와 세미나실, 2층 전시관, 3층 실내 전망대와 카페테리아 총 3층으로 구성되어 있다. 선선한 바람을 느끼며 황금빛 낙조를 직관 할 수 있고 낙동강이 청명한 바다와 만나 이루어낸 풍경을 볼 수 있는 곳이다.<br>",051-265-6863,,,화~일 / 09:00 ~ 18:00,"1월 1일, 월요일",,,,,,없음,없음,,"입 장 료:무료
",,,,,,,
청학 수변공원,,,,​부산 영도구 청학동 217-43,35.0977293865,129.0611626448,청학 수변공원은 부산 항만공사와 부산 지방해양항만청이 함께 조성한 민간 최초의 수변공원이다. 바다 가까이 있어 부산항대교를 가장 가까이서 볼 수 있는 공원으로도 유명하다. 조경은 물론이고 체육시설까지 잘 갖춘 공원으로 동해안 국토종주 자전거길에 포함되어 있어 자전거 타기에도 적합하다. 최근 야경이 아름다운 부산항대교 야경 촬영 명소로 알려지면서 영도의 새로운 관광 핫스폿으로 급부상 중이다. 부산항대교 점등시간은 일몰 후 20분부터 11시까지이니 촬영이 목적이라면 미리 점등 시간을 체크한 뒤 방문하는 것이 좋다<br>(공지사항)부산항대교 점등시간 확인https://www.bukhangbr.com/intro/intro_04.php,051-419-4041,,,상시 개방,없음,,,,없음,,없음,가능,,"이용가능시설:체육시설<br>(기타부대시설)자전거보관소
화장실:있음 (남녀분리)
입 장 료:없음
",,,,,,,
영도 하늘전망대,49113,,,부산광역시 영도구 절영로 321(동삼동),35.0719627089,129.0548555626,"영도의 하늘 전망대는 경치가 좋기로 소문난 절영해안산책로에 있다. 날씨가 화창한 날엔 대마도, 거제도, 가덕도 등이 보이며 75 광장과 연결되어 있다. 바닥이 반투명한 스카이워크와 커플들이 자물쇠를 거는 곳이 마련되어 있어 연인들의 데이트 장소로 인기가 높다. 하늘 전망대라는 이름에 걸맞게 탁 트인 푸른 바다와 파란 하늘을 한눈에 담을 수 있으며, 나무 데크 길로 내려가면 해안산책길로 이어진다. 전망대 아래 해변은 스노클링을 즐길 수 있는 자갈 해변과 왕복 20분 정도 걸리는 해변 산책로가 있고, 근처에 영화""변호인"" 촬영지로도 유명한 흰여울 문화마을과 연결된다. 특히 이곳은 부산의 노을 명소로 주목받고 있으며, 주차장과 화장실이 구비되어 있다.",051-419-4000 (영도구 문화관광과),,,상시 개방,연중무휴,,,,주차 가능(공영주차장),,없음,없음,,"이용가능시설:스카이워크, 화장실, 주차장		

주차요금:일 주차비 2,400원<br>망원경(무료)


",,,,,,,
대항전망대,46771,,,부산광역시 강서구 대항동 산1-4(대항동),35.0171590759,128.8251214716,"대항전망대는 부산 강서구 가덕도 천성에서 대항마을로 가는 중간에 있다. 남기남 작곡가의 ""내 고향은 가덕도"" 노래비와 함께 박상호의 ""대항전망대에서 바라본 낙조""라는 시비가 서있다. '연대봉 산허리에 실안개 휘감기면 등대불도 수줍어서 깜빡깜빡 웃고 동백꽃 아름다운 내고향은 가덕도…대항포 앞바다에 숭어떼 춤을 추면 신이 난 어부들이 바쁘다'는 가사와 '넓은 바다를 향한 꿈과 희망이 비등하고 숭어들의 밀어와 갈숲의 연가도 어우러진다. '나그네여 이토록 황홀한 유혹의 향연을 본 적이 있는가'라는 시구절에선 대항전망대의 매력이 느껴진다. 최근 가덕도 신국제공항에 대한 부산 시민의 관심을 대변하듯 바다 위에 떠있는 비행기 모형과 붉은 동백꽃을 배경으로 한 포토존에는 ""가덕도에 오길 잘했다""라고 적혀있다.",051-970-4062,,,상시 개방,,,,,주차가능,,없음,가능,,"이용가능시설:정자, 벤치, 주차장
이용가능시설:전망대, 망원경, 포토존
",,,,,,,
천성항 방파제등대,46770,,,부산광역시 강서구 천성동 646-2,35.0282187628,128.814891508,"부산 가덕도는 2010년 이전에는 배를 타고 들어가야 했지만, 부산 신항과 거가대교가 생기면서 자동차로 오갈 수 있다. 가덕도에 위치한 천성항 방파제 등대는 부산광역시의 기념물인 '천성진성'의 망루를 형상화한 조형 등대로, 일명 ""망루등대""라고 불린다. 국가 어항인 천성항을 드나드는 선박의 안전 항해를 위해 등대 불빛을 밝히고 있다. 방파제 곳곳에 천성항을 상징하는 다양한 조형 작품이 설치되어 있는데, 주로 갈매기를 귀엽게 형상화 했다. 천성항의 명물 ""핑크갈매기""는 인기가 특히 좋다. 또한 어둠이 찾아오면 물고기 모양의 가로등에 하나, 둘 불이 들어와 디자인 등대의 매력을 더한다.",051-609-6807,,,상시 개방,,,,,주차가능,,없음,가능,,"이용가능시설:공공화장실, 편의점, 카페, 공원벤치
화장실:가능 (남녀분리)
이용가능시설:선착장, 방파제, 등대, 주차장
한국어 안내서비스:가덕도 관광안내도 참고
",,,,,,,
구덕문화공원,49200,,,부산광역시 서구 꽃마을로163번길 73(서대신동3가),35.1264529287,129.0057694569,"부산광역시 서구 서대신동에 있는 구덕문화공원은 구덕산 숲 속에 있다. 부산 전통문화 체험관, 민속생활관, 교육역사관, 닥종이 공예 전시실, 목석원예관 등 다양한 전시관과 폭포, 연못, 꽃길, 산책길 등을 갖춘 자연생태 문화 공간이다. 특히 편백숲은 명상을 즐기기 좋으며, 문화공원 내에 있는 다양한 공간을 이용 후 4곳 이상 방문 스탬프를 찍으면 관리실에서 선물을 주는 행사를 진행 중이다. 또한 야외미술관도 운영 중이며 부산시 공공미술 프로젝트 '우리 동네 미술'을 진행하고 있어 지역 작가들의 개성 있는 미술작품이 곳곳에 설치되어 문화, 예술이 살아 숨 쉬는 시민 휴식공간으로 그 의미를 더하고 있다.",051-240-3521~6,,,09:00 ~ 18:00 (11월 ~ 2월 동절기 17:00 까지),월요일,,,,주차가능,,없음,가능,,"화장실:가능 (남녀분리)
이용가능시설:카페, 폭포, 산책길
이용가능시설:제1전시실, 제2전시실, 닥종이 인형박물관, 교육역사관, 목석원예관
",,,,,,,
대신공원,49200,,,부산광역시 서구 보수대로320번길 59(서대신동3가),35.1216925172,129.014810467,"부산광역시 서구 서대신동에 있는 대신공원은 1968년 낙동강이 부산광역시의 상수도 수원이 되고 나서 근린공원으로 개방되었다. 오랜 시간 수원지 보호를 위해 일반인의 출입을 금지해 왔다. 덕분에 삼나무와 편백나무, 벚나무 등 수령 70년이 넘은 나무들이 울창하게 숲을 이뤘다. 삼림욕하기에 좋아서 하루 4,000명 이상의 시민이 찾는다. 여러 가지 운동시설 외에도 궁도장, 저수지, 약수터, 산책로 등 다양한 편의 시설이 있어 시민들의 휴식 공간으로 인기가 좋다. 또한 공원 봉우리 정상에는 봉수대가 있어 매년 시민축제 때 봉화를 피워 올리며, 봉수대에서는 부산항과 영도가 한눈에 바라보여 전망이 좋다. 구덕도서관, 구덕야영장, 구덕민속예술관 등 공공시설이 공원 내에 있고 인근에는 송도해수욕장과 용두산공원 등이 있다.",051-970-4062,,,상시 개방,,,,,주차가능,,없음,가능,,"이용가능시설:궁도장, 도서관, 야영장, 민속예술관
화장실:가능 (남녀분리)
이용가능시설:운동시설, 산책로
",,,,,,,
부산민주공원,48901,,,부산광역시 중구 민주공원길 19(영주동),35.1097246563,129.0280540854,"부산 중구에 있는 민주공원은 부산 민주화운동의 역사를 기리며 시민이 쉽게 접근할 수 있는 공간으로 부산 시민들의 삶의 질 향상을 위해 문화의 전당으로 조성하였다. 민주항쟁기념관은 총면적 20,337㎡로 1999년 10월 16일 부마민주항쟁 20주년 기념일에 개관하였다. 국제회의와 학술행사, 각종 강연회, 노래와 연극·영화·무용 발표회 등 복합문화공간으로 활용되고 있으며 민주공원 상징물인 민주횃불이 가운데 있다. 또한, 전망대에서는 부산 원도심과 부산항을 한눈에 볼 수 있고 수목원에는 약 4백여 종의 수목이 자라고 있다. 일주도로에는 고난의 장, 추념의 장, 정의의 장 등 테마별로 휴식공간이 마련되어 있다. 인근에 중앙도서관과 광복회관, 부산대첩 승전기념전적비 등이 있다.",051-790-7400,,,09:00 - 18:00,"월요일 / 공휴일 (추석, 설날 당일 휴관)",,,,있음,,없음,가능,,"이용가능시설:중극장(1층/419석), 120석의 소극장(2층/120석), 상설전시관, 전망대, 수목원, 단체석, 주차장, 예약, 무선 인터넷, 화장실 
		

주차요금:없음

입 장 료:무료 		

화장실:있음 (남녀 구분)

내국인 예약안내:홈페이지 참조		

",,,전연령가능,,,홈페이지 참조,
중앙공원,49214,,,부산광역시 서구 망양로193번길 187(동대신동2가),35.112327142,129.0279956864,"중앙공원은 부산광역시 중심지에 있으며, 6·25전쟁 때 피난민들이 판자촌을 이루고 살던 대청산을 휴식처로 가꾸기 위하여 조성된 공원으로 처음에는 '대청공원'이라 불리다가 1986년에 '중앙공원'으로 명칭이 바뀌었다. 가장 높은 곳에 있는 충혼탑은 높이 70m로 나라를 지키다 숨진 호국영령이 잠들어 있는 곳이다. 충혼탑 앞에는 넓은 광장과 야외조각공원, 중앙도서관, 해군전승비, 시민헌장비, 장건상 동상, 전승탑, 산책로 등을 갖춘 체육공원이 있다. 공원 내에 구덕민속예술관이, 예술관 동쪽으로 봉수대와 약수터가 있으며, 북쪽으로 헌장비, 자갈 마당, 협동골이 있고, 서쪽으로 영모비, 궁도장이 있고, 남쪽으로 구덕터널, 관리사무소, 구덕도서관이 있다.",051-860-7800,,,상시 개방,없음,,,,있음,,없음,가능,,"화장실:있음 (남녀 구분)

화장실:없음

입 장 료:무료 		

이용가능시설:충혼탑, 광복기념관, 조각동산, 부산민주항쟁기념관, 시립중앙도서관, 최천택선생기념비,  구덕민속예술관, 산책로, 주차장, 예약, 무선 인터넷, 화장실 
		

",,,,,,,
장미원,,,,부산 북구 화명동 2280,35.2333965778,129.0099161725,장미원은 장미의 계절이라고 불리는 5월에 가장 아름다운 장미 공원이다. 도심 속에 아기자기하게 자리 잡은 장미원에서는 다양한 색상과 종류의 장미들을 한꺼번에 구경할 수 있어 장미의 매력을 제대로 느낄 수 있다. 예쁜 연못과 분수도 갖추고 있어 시원한 조경도 감상할 수 있고 산책로도 잘 조성되어 있어 장미꽃 향기 속에서 기분 좋은 산책을 즐길 수 있다. 곳곳에 장미와 함께 어우러져 추억을 남길 수 있는 포토존도 마련되어 있어 사진을 남기기도 좋다.,051-309-4521,,,상시개방,,,,,없음,,없음,가능,,"화장실:있음(남녀 구분)

주차요금:주변 유료주차장별 상이

이용가능시설:장미원, 포토존		

",,,,,,,
구포 어린이교통공원,46634,,,부산광역시 북구 낙동북로 687(구포동),35.2010694626,128.999956814,구포 어린이교통공원은 다양한 활동을 통해 어린이들이 올바른 교통 문화를 배울 수 있는 체험 시설이다. 실내체험장에서는 교통수단의 발달사와 같은 이론 정보는 물론 애니메이션과 영상 자료를 통해 안전사고를 예방하는 교육도 제공한다. 산책로로 연결된 야외체험교육장은 실제 도로처럼 조성해 어린이들이 다양한 교통 상황을 직접 경험하면서 교통 지식을 체득할 수 있고 직접 미니카를 운전할 수도 있다. 무료로 운영되고 있어 가족들이 부담 없이 방문해 아이들과 교육적이면서 즐거운 시간을 보낼 수 있다.,051-309-4805,,,09:00 - 18:00(토요일 10:00 ~ 13:00),일요일 및 법정 공휴일,,,,있음,,없음,가능,,"주차요금:없음

입 장 료:없음		

이용가능시설:1층_시청각실 / 2층_교통안전교육체험관 / 3층_쉼터휴게공간 / 야외체험<br>기타 부대 시설: 포토존, 주차장, 화장실
	

화장실:있음(남녀 구분)

",,,전연령,,,교통안전 교육 및 체험,
화명수목원,46515,,,부산광역시 북구 산성로 299(화명동),35.2510535364,129.0426767218,"2011년 부산 최초의 공립 수목원으로 개원한 화명수목원은 금정산 자락에 있어 낙동강 하구를 한눈에 내려다볼 수 있다. 초록 내음 가득한 곳으로 언제 가도 자연 속에서 힐링할 수 있는 곳이다. 수목원에는 대천천이 흘러 보기만 해도 시원해지며 일상의 걱정과 스트레스가 계곡물 따라 내려가는 기분이다. 숲길을 따라 오르면 온실이 있어 레몬나무, 선인장, 야자수 등이 가득하고, 핑크뮬리가 있는 중앙광장에서 입구 쪽으로 가면 생태연못이 있어 봄에는 개구리알과 올챙이를 볼 수 있다. 동물원에는 거위, 산양, 칠면조, 염소, 토끼 닭이 살고 있어 어린이들이 좋아한다. 따로 매점은 없어 도시락을 집에서 챙겨온다면 가족들과 깊은 숲에서 피크닉하기 좋다.",051-362-0261,,,"09:00 - 18:00 (3월 ~ 10월) <br>
09:00 - 17:00 (11월 ~ 2월)",월요일 휴무 (월요일이 공휴일인 경우 다음날 휴무),,,,가능 (185대),,없음,없음,,"화장실:가능 (남녀 구분)
이용가능시설:주차장, 화장실, 휠체어, 유모차 
이용가능시설:관리동(전시실, 교육실, 관리실, 연구실) / 온실 / 숲속도서관 / 숲속전망대 / 숲속동물학습장 / 휴게시설(정자, 벤치, 피크닉테이블)
내국인 예약안내:홈페이지 온라인 예약
",,,전연령,,,"숲해설 프로그램, 자연물 만들기 프로그램",
