keyword,isinTrue,cluster
센텀시티 아이스링크,활기차다 굵다  아깝다 재미없다 고르다 얇다 깊다 상관없다 귀찮다 고프다 찹다 뒤늦다 맑다 느리다 가깝다 이렇다 귀엽다 흔하다 바쁘다 나다 죠다 싫다 차갑다 짙다 아프다 나쁘다 낫다 멋있다 야무지다 잽싸다  못지않다 가볍다 안쓰럽다 힘드다 강하다 고맙다 안타깝다 조그맣다 멋지다 심하다 굳다 알맞다 비싸다 부럽다 알차다 어려우다 지나치다 아름답다 두껍다 빠르다 재미있다 싸다 실하다 놀랍다 밝다 세다 꾸밈없다 적다 맛나다 맛없다 갓다 맵다 진하다 급하다 어렵다 즐겁다 뜨겁다 멀다 춥다 부드럽다 덥다 엄청나다,1
소름요,틀리다 발다 더리다 쪼그맣다 귀찮다 끄떡없다 두서없다 그럴싸하다 나쁘다 높고높다 낡다  어떠다 약다 능하다 미심쩍다 ㅣㅆ다 옹골차다 겹다 설다 저렇다 냅다 찐하다 해맑다 뜬금없다 야물딱지다 어김없다 손쉽다 차갑다 이쁘다 실허다 못지않다 조그맣다 알차다 실답다 시퍼렇다 존다 젊다 뎅그랗다 값지다 따갑다 무르다 우중충하다 용하다 친하다 누리다 욱다 무덥다 름없다 이릏다 집지다 느리다 여깄다 곱다 낮다 없다다 지리다 부질없다 속상하다 사이좋다 아름답다 특출나다 쑥쓰럽다 게으르다 맛없다 옥다 야하다 틀림없다 여럽다 고르다 재미나다 스럽다 수줍다 뒤늦다 뽀얗다 거세다 그러하다 기다 지겹다 뻑적지근하다 벅차다 쌔까맣다 뿌옇다 놀랍다 깜다 찰지다 비리다 꼴같잖다 억세다 없잖다 아쉬우다 더디다 앙증맞다 싶다 쓸데없다 식다 웂다 고리다 경이롭다 어리다 덜하다 단촐하다 엿같다 따시다 징그럽다 뼈저리다 나뿌다 족하다 났다 추우다 안녕하다 세차다 비좁다 사납다 대차다 두드러지다 당차다 무디다 엄하다 안쓰러우다 지나치다 넒다 영락없다 허하다 둥글다 짜다 맛나다 붉다 심심찮다 숨차다 눅다 멀다 부끄럽다 구다 햇갈리다 푸르다 서럽다 힘차다 정겹다 새빨갛다 새파랗다 경황없다 부끄러우다 시렵다 닮다 어이없다 달다 칩다 어려우다 기막히다 남부럽다 묘하다 쩔다 덩그러다 기차다 똑같다 진하다 어렵다 옴팡지다 둥그렇다 긴하다 어떻다 잦다 푸지다 상관없다 격하다 맑다 좁다 질기다 난데없다 언짢다 귀여우다 갈데없다 빨갛다 고마우다 무섭다 부시다 힘드다 너그럽다 끈질기다 고맙다 달갑다 배고프다 어딨다 무시다 무지하다 어떻하다 새롭다 급하다 아까우다 꾸지다 하얗다 아퍼다 고렇다 활기차다 뻔질나다 아깝다 과하다 오래다 이렇다 희다 매우다 아프다 슴슴하다 그지없다 오지다 힘있다 뻔하다 영하다 흐드러지다 아푸다 자리다 땡그랗다 아름다다 빡세다 낄다 모질다 시원찮다 빡시다 덥다 환하다 어지럽다 어둡다 청승맞다 갑작스럽다 추하다 즐거다 예뿌다 짙다 기똥차다 틀지다 잽싸다 밉다 얼큰하다 두렵다 철통같다 하찮다 촌스럽다 기쁘다 슬프다 밤늦다 뜻깊다 패다 쿨하다 조다 허옇다 갓다 맵다 춥다 인상깊다 우연찮다 더러우다 똑부러지다 즐거우다 굵다 뻘겋다 시끄러우다 시끄럽다 읎다 드물다 미끄러우다 파랗다 날카롭다 가깝다 궂다 우하다 퍼렇다 반갑다 우렁차다 뜨거우다 건방지다 캄캄하다 찡하다 드럽다 멋들어지다 빡쎄다 가볍다 안쓰럽다 씨다 까지다 수많다 멋지다 굳다 기름지다 빠르다 매몰차다 부드러우다 서글프다 생뚱맞다 얕다 그릏다 변함없다 개구지다 험하다 정신없다 거칠다 보드랍다 더럽다 배부르다 저리다 약하다 심들다 어마다 더우다 싫다 습하다 시리다 줄기차다 막돼먹다 머다 헛되다 짠하다 업다 드세다 동그랗다 심하다 짝다 두껍다 예뻤다 밝다 족다 새하얗다 쨍하다 훤하다 염하다 귀하다 부드럽다 죠다 까맣다 초롱초롱하다 재미없다 떫다 서툴다 징허다 고프다 무거우다 낯설다 옳다 머지않다 노랗다 경악스럽다 시다 괴롭다 모나다 비싸다 걸죽하다 뜨다 잘다 여리다 고되다 남다르다 따스다 어여쁘다 적다 즐겁다 불티나다 역겹다 흐리다 힘겹다 그만하다 호되다 겉다 찹다 적잖다 바르다 쎄다 연하다 귀엽다 후하다 어리석다 증하다 얄짤없다 차다 커다랗다 낫다 독하다 따숩다 민하다 소용없다 가렵다 글다 볼품없다 재미있다 온데간데없다 까다롭다 희망차다 가늘다 외다 가파르다 싱겁다 옅다 누렇다 엄청나다 휑하다 눈부시다 쓸모있다 아무렇다 외롭다 멋쩍다 재빠르다 빛바래다 걸맞다 뛰어나다 간지럽다 참하다 강하다 알맞다 조옷다 대수롭다 재다 꺼멓다 잇다 새까맣다 착하다 쫀쫀하다 뜨겁다 쑥스럽다 감명깊다 자그맣다 웁다 손색없다 만다 구리다 깊다 요상하다 흔하다 바쁘다 섭하다 색다르다 삐뚤다 야무지다 어설프다 우습다 매끄럽다 벌겋다 추다 실하다 쓸모없다 올바르다 무서우다 미끄럽다 검다 거하다 징하다 나다 순하다  습지다 무겁다 얇다 어떤다 문제없다 노르다 끊임없다 정답다 형편없다 재수없다 장허다 멋있다 얄밉다 안타깝다 끝없다 부럽다 아낌없다 싸다 그립다 드넓다 세다 철없다 똥그랗다 가까우다,0
소문난 주문진 막국수,찐하다 장하다  옛스럽다 아깝다 구리다 얇다 스럽다 읎다 과하다 깊다 배부르다 부드럽다 고프다 찹다 맑다 가깝다 좁다 이렇다 귀엽다 아무렇다 바쁘다 반갑다 예뿌다 싫다 이쁘다 빨갛다 낫다 야무지다 걸맞다 푸르르다 멋있다 무섭다 어떠다  힘드다 고맙다 알맞다 안타깝다 수많다 배고프다 심하다 비싸다 알차다 넒다 지나치다 실하다 빠르다 밤늦다 싸다 가늘다 젊다 억세다 적다 맛나다 붉다 의좋다 똑같다 진하다 저렇다 급하다 어렵다 멀다 흐리다 춥다 나다 덥다 엄청나다,1
속씨원한대구탕 해운대본점, 아깝다 얇다 깊다 드물다 찹다 맑다 가깝다 느리다 좁다 이렇다 귀엽다 뽀얗다 어리석다 바쁘다 매우다 반갑다 싫다 섭하다 노랗다 빨갛다 무섭다 세차다  어떠다 가볍다 가까우다 하얗다 힘드다 따숩다 강하다 수많다 멋지다 배고프다 심하다 얼큰하다 비싸다 부럽다 뜨다 알차다 사이좋다 빠르다 실하다 싸다 놀랍다 슬프다 비리다 밝다 젊다 세다 적다 뽀오얗다 얕다 맛나다 빡세다 새롭다 맵다 진하다 어렵다 쫀쫀하다 멀다 즐겁다 뜨겁다 춥다 부드럽다 덥다 힘겹다 엄청나다,1
송도 구름산책로(스카이워크),거칠다  손색없다 아깝다 시끄럽다 얇다 깊다 드물다 상관없다 겉다 배부르다 맑다 쎄다 느리다 가깝다 뒤늦다 귀엽다 좁다 외롭다 흔하다 바쁘다 낮다 우렁차다 더우다 싫다 반갑다 차갑다 아프다 이쁘다 멋있다 걸맞다 무섭다 푸르르다 얄밉다 그지없다 가볍다  당차다 안타깝다 고맙다 멋지다 심하다 수많다 굳다 비싸다 부럽다 알차다 아름답다 잘다 빠르다 재미있다 실하다 쩔다 젊다 밝다 드넓다 아쉬우다 적다 조다 얕다 검다 착하다 새롭다 똑같다 어렵다 저렇다 즐겁다 멀다 춥다 부드럽다 덥다 엄청나다,2
송도용궁구름다리,틀리다 더리다 귀찮다 그럴싸하다 나쁘다 파라다 폭넓다 낡다  어떠다 설다 저렇다 찐하다 해맑다 뜬금없다 야물딱지다 손쉽다 차갑다 이쁘다 거침없다 못지않다 조그맣다 알차다 시퍼렇다 존다 젊다 따갑다 무르다 친하다 무덥다 름없다 느리다 여깄다 곱다 낮다 고우다 속상하다 요렇다 사이좋다 얄궂다 아름답다 특출나다 끄덕없다 게으르다 맛없다 어럽다 틀림없다 재미나다 고르다 스럽다 수줍다 뒤늦다 뽀얗다 거세다 지겹다 뿌옇다 놀랍다 비리다 아쉬우다 앙증맞다 싶다 식다 경이롭다 어리다 덜하다 추우다 안녕하다 세차다 비좁다 사납다 당차다 애처롭다 지나치다 둥글다 맛나다 붉다 숨차다 멀다 부끄럽다 푸르다 힘차다 정겹다 부끄러우다 시렵다 어이없다 짧디짧다 칩다 어려우다 기막히다 쩔다 묘하다 덩그러다 기차다 똑같다 진하다 어렵다 목마르다 둥그렇다 어떻다 잦다 상관없다 맑다 좁다 질기다 언짢다 귀여우다 빨갛다 고마우다 무섭다 부시다 힘드다 고맙다 배고프다 어딨다 무지하다 도지다 살갑다 박하다 새롭다 급하다 아까우다 하얗다 빈틈없다 활기차다 가엾다 뻔질나다 아깝다 과하다 오래다 이렇다 희다 눈물겹다 아프다 어지러우다 슴슴하다 그지없다 오지다 지겨우다 빡세다 빡시다 덥다 싱그럽다 아름다우다 환하다 어지럽다 어둡다 갑작스럽다 예뿌다 짙다 잽싸다 심술궂다 시답다 밉다 짓궂다 두렵다 촌스럽다 하찮다 기쁘다 뜻깊다 애꿎다 조다 갓다 맵다 춥다 인상깊다 우연찮다 굵다 즐거우다 시끄럽다 가엽다 드물다 파랗다 가깝다 보기좋다 궂다 반갑다 우렁차다 뜨거우다 빡쎄다 가볍다 까지다 멋지다 수많다 굳다 기름지다 빠르다 서글프다 얕다 험하다 정신없다 거칠다 더럽다 숨가쁘다 배부르다 약하다 저리다 어마다 습하다 싫다 더우다 시리다 시뻘겋다 짠하다 동그랗다 심하다 흥겹다 두껍다 예뻤다 밝다 훤하다 못나다 귀하다 부드럽다 까맣다 죠다 저깄다 재미없다 서툴다 고프다 낯설다 옳다 노랗다 푸르르다 시다 괴롭다 새차다 비싸다 잘다 고되다 남다르다 어여쁘다 적다 만만찮다 낯익다 즐겁다 흐리다 힘겹다 좁다랗다 가쁘다 겉다 찹다 쎄다 연하다 귀엽다 어리석다 차다 낫다 따숩다 볼품없다 번거로우다 재미있다 까다롭다 희망차다 가늘다 가파르다 싱겁다 보람차다 옅다 빠삭하다 엄청나다 눈부시다 아무렇다 멋쩍다 외롭다 재빠르다 걸맞다 뛰어나다 빼어나다 강하다 알맞다 착하다 뜨근하다 쫀쫀하다 뜨겁다 감명깊다 놉다 웁다 손색없다 감쪽같다 만다 깊다 흔하다 바쁘다 탁하다 섭하다 색다르다 야무지다 어설프다 우습다 실하다 무서우다 미끄럽다 검다 거하다 나다 순하다  무겁다 얇다 끊임없다 멋있다 얄밉다 안타깝다 부럽다 싱거우다 싸다 드넓다 세다 가까우다,0
송도해안볼레길,싱그럽다 환하다 귀찮다 어둡다 귀엽다 나쁘다 파라다 세차다 잽싸다 어떠다  따숩다 밉다 얼큰하다 하찮다 재미있다 가늘다 가파르다 설다 붉다 저렇다 멀다 부끄럽다 춥다 엄청나다 우연찮다 푸르다 시끄럽다 파랗다 가깝다 반갑다 이쁘다 못지않다 가볍다 수많다 멋지다 굳다 기름지다 알차다 빠르다 젊다 얕다 착하다 똑같다 어렵다 뜨겁다 감명깊다 어떻다 정신없다 름없다 더럽다 깊다 상관없다 맑다 좁다 바쁘다 낮다 싫다 야무지다 무섭다 요렇다 매끄럽다 심하다 배고프다 아름답다 실하다 밝다 새롭다 급하다 하얗다 부드럽다 죠다  얇다 뒤늦다 이렇다 희다 낯설다 멋있다 그지없다 안타깝다 비싸다 부럽다 잘다 뿌옇다 놀랍다 싸다 드넓다 남다르다 아쉬우다 세다 적다 싶다 즐겁다 흐리다 덥다,2
송상현광장,멋없다 틀리다 귀찮다 어둡다 쎄다 따시다 귀엽다 짙다 나쁘다 낫다 안녕하다  어떠다 ㅣㅆ다 지나치다 재미있다 슬프다 가늘다 가파르다 맛나다 저렇다 멀다 춥다 인상깊다 엄청나다 굵다 해맑다 뜬금없다 정겹다 흉하다 가깝다 반갑다 손쉽다 부끄러우다 이쁘다 거침없다 뛰어나다 어이없다 가볍다 안쓰럽다 강하다 멋지다 수많다 알차다 빠르다 묘하다 젊다 무르다 착하다 똑같다 어렵다 뜨겁다 어떻다 정신없다 잦다 거칠다 마땅찮다 구리다 깊다 배부르다 약하다 맑다 좁다 흔하다 곱다 바쁘다 낮다 점잖다 습하다 싫다 엷다 시리다 야무지다 무섭다 힘드다 고맙다 심하다 흥겹다 어딨다 아름답다 아리까리하다 밝다 맛없다 새롭다 급하다 아퍼다 부드럽다 순하다 틀림없다  무겁다 아깝다 고르다 재미없다 얇다 과하다 뒤늦다 이렇다 낯설다 아프다 멋있다 안타깝다 비싸다 뜨다 잘다 놀랍다 싸다 드넓다 세다 적다 거깄다 즐겁다 덥다 가까우다,2
송정 죽도공원,쪼그맣다 덜하다 환하다 귀찮다 어둡다 겉다 단촐하다 주옥같다 찹다 적잖다 청승맞다 후하다 징그럽다 갑작스럽다 귀엽다 예뿌다 짙다 나쁘다 차다 커다랗다 낫다 안녕하다 세차다 낡다 잽싸다 비좁다 어떠다 심술궂다  시답다 민하다 촌스럽다 지나치다 재미있다 슬프다 뜻깊다 가늘다 외다 시커멓다 붉다 맛나다 옅다 맵다 심심찮다 저렇다 멀다 부끄럽다 춥다 구다 휑하다 엄청나다 우연찮다 푸르다 찐하다 굵다 눈부시다 드물다 정겹다 힘차다 쓸모있다 가깝다 외롭다 궂다 우하다 멋쩍다 반갑다 손쉽다 재빠르다 뜨거우다 차갑다 이쁘다 드럽다 걸맞다 뛰어나다 어이없다 가볍다 못지않다 씨다 경이롭다 빼어나다 강하다 알맞다 멋지다 수많다 굳다 알차다 기름지다 어려우다 빠르다 존다 묘하다 젊다 쩔다 덩그러다 따갑다 얕다 착하다 진하다 똑같다 어렵다 뜨겁다 감명깊다 정신없다 거칠다 웁다 마땅찮다 구성지다 더럽다 깊다 배부르다 약하다 저리다 맑다 느리다 좁다 질기다 흔하다 곱다 바쁘다 낮다 탁하다 수상쩍다 싫다 섭하다 부질없다 색다르다 야무지다 무섭다 고맙다 심하다 배고프다 아름답다 두껍다 어딨다 어떻하다 미끄럽다 밝다 검다 새롭다 맛없다 급하다 훤하다 하얗다 부드럽다 나다 까맣다  습지다 무겁다 아깝다 재미없다 고르다 얇다 검붉다 고프다 뒤늦다 이렇다 낯설다 옳다 아프다 노랗다 재수없다 거세다 멋있다 지겹다 오지다 안타깝다 비싸다 부럽다 잘다 놀랍다 싸다 흐드러지다 비리다 드넓다 남다르다 그립다 세다 아쉬우다 적다 철없다 빡세다 싶다 낄다 쓸데없다 즐겁다 흐리다 빡시다 덥다 어리다 가까우다,0
송정3대국밥,귀찮다 연하다 귀엽다 갑작스럽다 나쁘다 안녕하다 낡다  얼큰하다 지나치다 재미있다 슬프다 까다롭다 싱겁다 맛나다 붉다 맵다 저렇다 멀다 엄청나다 찐하다 뜬금없다 시끄럽다 파랗다 가깝다 아무렇다 외롭다 이쁘다 강하다 알맞다 멋지다 알차다 기름지다 빠르다 존다 젊다 똑같다 진하다 어렵다 뜨겁다 정신없다 깊다 배부르다 약하다 맑다 좁다 흔하다 바쁘다 싫다 섭하다 색다르다 빨갛다 야무지다 무섭다 요렇다 심하다 아름답다 두껍다 실하다 밝다 맛없다 급하다 거하다 부드럽다 죠다 활기차다 묽다  무겁다 아깝다 고르다 재미나다 얇다 뒤늦다 이렇다 뽀얗다 아프다 멋있다 슴슴하다 비싸다 싸다 찰지다 아푸다 아쉬우다 적다 흐리다 덥다 가까우다,1
송정서핑학교,거칠다 즐거우다  싱그럽다 무겁다 발다 빡시다 재미나다 고르다 귀찮다 깊다 얇다 고프다 약하다 무거우다 쎄다 뒤늦다 맑다 귀엽다 이렇다 가벼우다 죠다 바쁘다 반갑다 옳다 싫다 짙다 아프다 족하다 이쁘다 안녕하다 멋있다 무섭다 잽싸다 낡다  가볍다 버겁다 힘드다 미심쩍다 어떻다 고맙다 알맞다 멋지다 심하다 굳다 비싸다 알차다 부럽다 기름지다 아름답다 쌔다 두껍다 빠르다 재미있다 싸다 젊다 밝다 세다 적다 얕다 맛나다 맛없다 똑같다 급하다 어렵다 저렇다 멀다 즐겁다 흐리다 춥다 구다 덥다 엄청나다,2
